transaction_id,customer_id,transaction_date,subtotal,promotion_id,final_amount,true_segment,used_promo
T000385,C0058,2024-06-16,2490.09,NONE,2490.09,Champion,0
T000386,C0058,2024-06-01,1478.07,P_CHAMPION,1182.46,Champion,1
T000387,C0058,2024-03-13,668.56,NONE,668.56,Champion,0
T000388,C0058,2024-03-15,2903.24,NONE,2903.24,Champion,0
T000389,C0058,2024-03-10,2446.44,NONE,2446.44,Champion,0
T000390,C0058,2024-04-18,1804.63,P_WEEKEND,1774.63,Champion,1
T000391,C0058,2024-02-21,1330.95,NONE,1330.95,Champion,0
T000392,C0058,2024-05-22,2250.09,NONE,2250.09,Champion,0
T000393,C0058,2024-01-03,1389.08,NONE,1389.08,Champion,0
T000394,C0058,2024-02-26,2829.02,P_CHAMPION,2263.22,Champion,1
T000395,C0058,2024-06-12,1164.43,NONE,1164.43,Champion,0
T000396,C0059,2024-01-23,1698.62,P_CHAMPION,1358.9,At-Risk,1
T000397,C0059,2024-02-27,2530.33,NONE,2530.33,At-Risk,0
T000398,C0059,2024-05-22,2235.58,NONE,2235.58,At-Risk,0
T000399,C0059,2024-02-15,2755.7,P_WEEKEND,2725.7,At-Risk,1
T000400,C0059,2024-06-26,1517.34,P_WEEKEND,1487.34,At-Risk,1
T000401,C0059,2024-04-17,2249.22,P_PAYDAY,2199.22,At-Risk,1
T000402,C0059,2024-02-29,1887.11,NONE,1887.11,At-Risk,0
T000403,C0059,2024-04-04,1771.85,P_PAYDAY,1721.85,At-Risk,1
T000404,C0059,2024-03-24,2738.54,NONE,2738.54,At-Risk,0
T000405,C0060,2024-01-15,104.19,NONE,104.19,Loyal,0
T000406,C0061,2024-06-19,722.13,NONE,722.13,Loyal,0
T000407,C0061,2024-05-12,1735.25,NONE,1735.25,Loyal,0
T000408,C0061,2024-03-11,2190.26,P_WEEKEND,2160.26,Loyal,1
T000409,C0061,2024-04-26,1129.2,P_WEEKEND,1099.2,Loyal,1
T000410,C0061,2024-05-27,2102.38,NONE,2102.38,Loyal,0
T000411,C0061,2024-01-24,1858.42,NONE,1858.42,Loyal,0
T000412,C0061,2024-02-29,2747.03,NONE,2747.03,Loyal,0
T000413,C0061,2024-03-23,2743.66,NONE,2743.66,Loyal,0
T000414,C0061,2024-06-11,696.17,P_PAYDAY,646.17,Loyal,1
T000415,C0061,2024-03-19,1752.92,P_PAYDAY,1702.92,Loyal,1
T000416,C0061,2024-05-12,1163.31,NONE,1163.31,Loyal,0
T000417,C0061,2024-06-03,2868.01,P_PAYDAY,2818.01,Loyal,1
T000418,C0061,2024-03-13,1987.33,P_WEEKEND,1957.33,Loyal,1
T000419,C0062,2024-04-11,2621.72,NONE,2621.72,At-Risk,0
T000420,C0062,2024-03-01,13683.52,P_FLASH,11630.99,At-Risk,1
T000421,C0062,2024-01-11,1610.96,P_CHAMPION,1288.77,At-Risk,1
T000422,C0062,2024-02-14,545.17,NONE,545.17,At-Risk,0
T000423,C0062,2024-04-11,1909.73,P_WEEKEND,1879.73,At-Risk,1
T000424,C0062,2024-01-06,1710.41,NONE,1710.41,At-Risk,0
T000425,C0062,2024-04-03,2274.71,P_DOUBLE_SALE,2001.74,At-Risk,1
T000426,C0062,2024-06-13,1775.64,NONE,1775.64,At-Risk,0
T000427,C0062,2024-05-09,935.16,NONE,935.16,At-Risk,0
T000428,C0062,2024-02-07,1937.89,P_WEEKEND,1907.89,At-Risk,1
T000429,C0062,2024-05-09,2636.68,NONE,2636.68,At-Risk,0
T000430,C0063,2024-04-03,199.23,P_WELCOME,99.23,At-Risk,1
T000431,C0063,2024-02-02,78.88,P_WELCOME,0.0,At-Risk,1
T000432,C0064,2024-03-22,159.77,P_PAYDAY,109.77,New,1
T000433,C0064,2024-03-22,295.05,NONE,295.05,New,0
T000434,C0065,2024-05-27,744.56,NONE,744.56,Champion,0
T000435,C0065,2024-03-05,901.64,NONE,901.64,Champion,0
T000436,C0065,2024-05-02,268.32,P_WEEKEND,238.32,Champion,1
T000437,C0065,2024-03-15,402.26,NONE,402.26,Champion,0
T000438,C0065,2024-03-24,960.09,NONE,960.09,Champion,0
T000439,C0066,2024-05-20,1204.9,NONE,1204.9,Champion,0
T000440,C0066,2024-06-02,2996.81,NONE,2996.81,Champion,0
T000441,C0066,2024-06-07,880.43,P_WEEKEND,850.43,Champion,1
T000442,C0066,2024-01-31,1354.95,NONE,1354.95,Champion,0
T000443,C0066,2024-01-01,984.51,NONE,984.51,Champion,0
T000444,C0066,2024-01-15,2662.42,P_CHAMPION,2129.94,Champion,1
T000445,C0066,2024-01-25,2701.65,P_WEEKEND,2671.65,Champion,1
T000446,C0066,2024-05-17,1589.57,P_WEEKEND,1559.57,Champion,1
T000447,C0066,2024-02-07,860.63,NONE,860.63,Champion,0
T000448,C0066,2024-05-08,1530.84,NONE,1530.84,Champion,0
T000449,C0066,2024-04-14,2145.23,NONE,2145.23,Champion,0
T000450,C0066,2024-05-15,1923.37,NONE,1923.37,Champion,0
T000451,C0066,2024-04-06,557.72,NONE,557.72,Champion,0
T000452,C0066,2024-03-21,2758.49,NONE,2758.49,Champion,0
T000453,C0066,2024-05-24,816.55,NONE,816.55,Champion,0
T000454,C0067,2024-05-14,135.33,NONE,135.33,At-Risk,0
T000455,C0068,2024-02-14,799.45,NONE,799.45,At-Risk,0
T000456,C0068,2024-01-13,2575.81,NONE,2575.81,At-Risk,0
T000457,C0068,2024-01-19,1730.99,P_CHAMPION,1384.79,At-Risk,1
T000458,C0068,2024-01-27,1146.33,NONE,1146.33,At-Risk,0
T000459,C0068,2024-04-15,962.77,NONE,962.77,At-Risk,0
T000460,C0068,2024-04-04,1142.71,P_PAYDAY,1092.71,At-Risk,1
T000461,C0068,2024-02-18,10461.2,P_PAYDAY,10411.2,At-Risk,1
T000462,C0068,2024-05-27,1056.38,NONE,1056.38,At-Risk,0
T000463,C0068,2024-03-10,1480.32,NONE,1480.32,At-Risk,0
T000464,C0068,2024-01-25,918.08,NONE,918.08,At-Risk,0
T000465,C0068,2024-02-17,1882.59,NONE,1882.59,At-Risk,0
T000466,C0068,2024-05-06,1065.85,NONE,1065.85,At-Risk,0
T000467,C0068,2024-03-18,2267.49,P_CHAMPION,1813.99,At-Risk,1
T000468,C0069,2024-03-28,392.18,P_PAYDAY,342.18,Loyal,1
T000469,C0070,2024-02-29,147.71,P_PAYDAY,97.71,Champion,1
T000470,C0071,2024-04-22,314.28,P_WINBACK,235.71,Champion,1
T000471,C0071,2024-05-12,212.85,NONE,212.85,Champion,0
T000472,C0072,2024-01-26,935.9,P_WEEKEND,905.9,New,1
T000473,C0072,2024-04-20,364.82,P_LOYAL,310.1,New,1
T000474,C0072,2024-01-02,4750.02,NONE,4750.02,New,0
T000475,C0072,2024-05-16,484.61,NONE,484.61,New,0
T000476,C0072,2024-03-26,847.19,P_LOYAL,720.11,New,1
T000477,C0072,2024-03-29,525.39,NONE,525.39,New,0
T000478,C0072,2024-03-23,755.31,NONE,755.31,New,0
T000479,C0072,2024-03-25,611.35,P_WEEKEND,581.35,New,1
T000480,C0072,2024-05-17,423.49,NONE,423.49,New,0
T000481,C0073,2024-01-20,247.35,P_WINBACK,185.51,Champion,1
T000482,C0073,2024-04-04,376.46,P_WINBACK,282.34,Champion,1
T000483,C0074,2024-06-18,197.24,NONE,197.24,Loyal,0
T000484,C0074,2024-06-04,382.39,P_MIDYEAR,182.39,Loyal,1
T000485,C0074,2024-06-05,361.63,P_PAYDAY,311.63,Loyal,1
T000486,C0075,2024-06-10,201.06,NONE,201.06,Loyal,0
T000487,C0075,2024-05-01,273.57,P_PAYDAY,223.57,Loyal,1
T000488,C0075,2024-06-28,376.24,P_WEEKEND,346.24,Loyal,1
T000489,C0076,2024-04-25,933.84,P_PAYDAY,883.84,Loyal,1
T000490,C0076,2024-01-25,727.02,NONE,727.02,Loyal,0
T000491,C0076,2024-02-19,239.13,NONE,239.13,Loyal,0
T000492,C0076,2024-05-17,855.79,NONE,855.79,Loyal,0
T000493,C0076,2024-03-12,246.61,NONE,246.61,Loyal,0
T000494,C0076,2024-03-24,971.57,NONE,971.57,Loyal,0
T000495,C0076,2024-04-15,694.42,P_LOYAL,590.26,Loyal,1
T000496,C0077,2024-05-24,397.33,NONE,397.33,Champion,0
T000497,C0078,2024-05-23,271.01,P_WEEKEND,241.01,At-Risk,1
T000498,C0079,2024-03-27,54.67,P_PAYDAY,4.67,Champion,1
T000499,C0080,2024-06-12,120.3,P_MIDYEAR,0.0,New,1
T000500,C0080,2024-06-03,55.38,NONE,55.38,New,0
T000501,C0081,2024-03-20,358.87,P_WEEKEND,328.87,Loyal,1
T000502,C0081,2024-02-19,235.99,NONE,235.99,Loyal,0
T000503,C0081,2024-01-25,595.14,P_PAYDAY,545.14,Loyal,1
T000504,C0081,2024-04-17,271.84,NONE,271.84,Loyal,0
T000505,C0081,2024-01-11,764.07,NONE,764.07,Loyal,0
T000506,C0081,2024-01-25,389.84,NONE,389.84,Loyal,0
T000507,C0081,2024-01-12,716.55,NONE,716.55,Loyal,0
T000508,C0082,2024-05-03,362.89,P_WEEKEND,332.89,At-Risk,1
T000509,C0083,2024-03-03,343.17,NONE,343.17,New,0
T000510,C0083,2024-03-07,4264.2,P_PAYDAY,4214.2,New,1
T000511,C0083,2024-01-11,249.64,P_NEWYEAR,224.68,New,1
T000512,C0083,2024-04-02,982.6,NONE,982.6,New,0
T000513,C0083,2024-03-30,662.88,NONE,662.88,New,0
T000514,C0083,2024-06-12,700.69,P_MIDYEAR,500.69,New,1
T000515,C0084,2024-04-12,155.16,NONE,155.16,At-Risk,0
T000516,C0084,2024-03-05,169.15,NONE,169.15,At-Risk,0
T000517,C0085,2024-04-13,712.19,NONE,712.19,At-Risk,0
T000518,C0085,2024-04-27,2777.96,NONE,2777.96,At-Risk,0
T000519,C0085,2024-06-24,2271.76,NONE,2271.76,At-Risk,0
T000520,C0085,2024-06-14,1023.54,NONE,1023.54,At-Risk,0
T000521,C0085,2024-03-15,1112.06,P_CHAMPION,889.65,At-Risk,1
T000522,C0085,2024-05-19,2377.98,NONE,2377.98,At-Risk,0
T000523,C0085,2024-03-31,2417.96,NONE,2417.96,At-Risk,0
T000524,C0085,2024-01-14,2751.99,P_CHAMPION,2201.59,At-Risk,1
T000525,C0085,2024-01-27,1710.35,P_PAYDAY,1660.35,At-Risk,1
T000526,C0085,2024-05-13,874.52,NONE,874.52,At-Risk,0
T000527,C0085,2024-04-06,1099.45,P_DOUBLE_SALE,967.52,At-Risk,1
T000528,C0085,2024-06-24,819.51,NONE,819.51,At-Risk,0
T000529,C0086,2024-06-13,588.61,P_WEEKEND,558.61,Loyal,1
T000530,C0086,2024-02-20,768.9,NONE,768.9,Loyal,0
T000531,C0086,2024-05-25,698.21,P_PAYDAY,648.21,Loyal,1
T000532,C0086,2024-06-02,225.28,P_MIDYEAR,25.28,Loyal,1
T000533,C0086,2024-01-27,539.13,NONE,539.13,Loyal,0
T000534,C0087,2024-04-03,137.39,P_WEEKEND,107.39,Loyal,1
T000535,C0088,2024-06-12,749.33,NONE,749.33,At-Risk,0
T000536,C0088,2024-01-18,668.71,NONE,668.71,At-Risk,0
T000537,C0088,2024-04-19,603.7,NONE,603.7,At-Risk,0
T000538,C0088,2024-06-26,250.46,NONE,250.46,At-Risk,0
T000539,C0088,2024-02-04,473.24,NONE,473.24,At-Risk,0
T000540,C0088,2024-03-25,597.04,NONE,597.04,At-Risk,0
T000541,C0088,2024-01-16,455.31,P_LOYAL,387.01,At-Risk,1
T000542,C0088,2024-05-20,926.27,P_WEEKEND,896.27,At-Risk,1
T000543,C0089,2024-05-07,57.77,NONE,57.77,New,0
T000544,C0090,2024-05-29,325.7,P_WINBACK,244.28,At-Risk,1
T000545,C0090,2024-03-08,231.9,NONE,231.9,At-Risk,0
T000546,C0091,2024-02-04,434.25,NONE,434.25,At-Risk,0
T000547,C0091,2024-02-05,751.91,NONE,751.91,At-Risk,0
T000548,C0091,2024-03-13,501.83,P_LOYAL,426.56,At-Risk,1
T000549,C0091,2024-02-23,247.55,NONE,247.55,At-Risk,0
T000550,C0091,2024-01-21,252.55,P_WEEKEND,222.55,At-Risk,1
T000551,C0091,2024-06-13,494.4,P_MIDYEAR,294.4,At-Risk,1
T000552,C0091,2024-05-18,648.51,NONE,648.51,At-Risk,0
T000553,C0091,2024-04-17,976.44,P_LOYAL,829.97,At-Risk,1
T000554,C0092,2024-04-10,483.94,NONE,483.94,At-Risk,0
T000555,C0092,2024-03-16,355.46,P_LOYAL,302.14,At-Risk,1
T000556,C0092,2024-04-09,243.13,NONE,243.13,At-Risk,0
T000557,C0092,2024-03-17,215.68,P_WEEKEND,185.68,At-Risk,1
T000558,C0092,2024-04-16,494.46,NONE,494.46,At-Risk,0
T000559,C0092,2024-01-21,337.73,NONE,337.73,At-Risk,0
T000560,C0092,2024-06-15,317.62,P_MIDYEAR,117.62,At-Risk,1
T000561,C0092,2024-06-06,220.39,P_PAYDAY,170.39,At-Risk,1
T000562,C0092,2024-05-20,482.89,NONE,482.89,At-Risk,0
T000563,C0092,2024-01-31,216.53,P_LOYAL,184.05,At-Risk,1
T000564,C0093,2024-01-08,134.1,P_WEEKEND,104.1,Loyal,1
T000565,C0094,2024-06-15,737.06,NONE,737.06,Champion,0
T000566,C0094,2024-01-22,315.79,NONE,315.79,Champion,0
T000567,C0094,2024-03-30,526.73,P_PAYDAY,476.73,Champion,1
T000568,C0094,2024-02-07,388.16,P_WEEKEND,358.16,Champion,1
T000569,C0094,2024-02-11,714.19,NONE,714.19,Champion,0
T000570,C0094,2024-01-05,818.31,P_LOYAL,695.56,Champion,1
T000571,C0094,2024-02-04,476.9,NONE,476.9,Champion,0
T000572,C0094,2024-05-27,411.29,NONE,411.29,Champion,0
T000573,C0095,2024-06-09,265.59,NONE,265.59,At-Risk,0
T000574,C0095,2024-05-29,166.78,NONE,166.78,At-Risk,0
T000575,C0096,2024-04-04,253.06,P_PAYDAY,203.06,New,1
T000576,C0097,2024-05-26,132.73,NONE,132.73,Champion,0
T000577,C0097,2024-01-06,86.41,NONE,86.41,Champion,0
T000578,C0098,2024-01-26,254.42,P_WEEKEND,224.42,At-Risk,1
T000579,C0098,2024-01-11,240.41,NONE,240.41,At-Risk,0
T000580,C0099,2024-03-02,399.68,P_WEEKEND,369.68,Loyal,1
T000581,C0100,2024-06-20,83.37,NONE,83.37,At-Risk,0
T000582,C0100,2024-05-22,139.7,P_PAYDAY,89.7,At-Risk,1
T000583,C0101,2024-03-04,125.14,NONE,125.14,Champion,0
T000584,C0102,2024-01-17,388.0,P_WEEKEND,358.0,Loyal,1
T000585,C0102,2024-06-05,283.9,NONE,283.9,Loyal,0
T000586,C0102,2024-01-09,251.55,NONE,251.55,Loyal,0
T000587,C0103,2024-06-19,2891.0,P_WEEKEND,2861.0,New,1
T000588,C0103,2024-06-21,1650.05,NONE,1650.05,New,0
T000589,C0103,2024-01-13,1759.74,P_WEEKEND,1729.74,New,1
T000590,C0103,2024-06-13,1738.63,NONE,1738.63,New,0
T000591,C0103,2024-02-26,922.36,P_CHAMPION,737.89,New,1
T000592,C0103,2024-02-26,647.27,NONE,647.27,New,0
T000593,C0103,2024-02-16,2865.49,NONE,2865.49,New,0
T000594,C0103,2024-03-30,1048.0,NONE,1048.0,New,0
T000595,C0103,2024-05-14,645.99,NONE,645.99,New,0
T000596,C0103,2024-04-15,12311.25,NONE,12311.25,New,0
T000597,C0103,2024-06-27,2340.59,P_PAYDAY,2290.59,New,1
T000598,C0103,2024-04-21,1644.37,NONE,1644.37,New,0
T000599,C0103,2024-05-08,1272.84,NONE,1272.84,New,0
T000600,C0103,2024-03-10,2135.29,P_PAYDAY,2085.29,New,1
T000601,C0103,2024-01-24,626.61,NONE,626.61,New,0
T000602,C0103,2024-05-27,705.92,NONE,705.92,New,0
T000603,C0104,2024-02-29,843.62,NONE,843.62,Loyal,0
T000604,C0104,2024-02-02,373.82,NONE,373.82,Loyal,0
T000605,C0104,2024-02-07,811.16,NONE,811.16,Loyal,0
T000606,C0104,2024-05-31,397.72,NONE,397.72,Loyal,0
T000607,C0104,2024-06-28,499.96,NONE,499.96,Loyal,0
T000608,C0104,2024-04-07,330.95,NONE,330.95,Loyal,0
T000609,C0104,2024-04-12,490.67,NONE,490.67,Loyal,0
T000610,C0105,2024-02-28,181.06,P_WINBACK,135.8,At-Risk,1
T000611,C0105,2024-06-24,315.31,P_WINBACK,236.48,At-Risk,1
T000612,C0106,2024-02-03,147.15,NONE,147.15,New,0
T000613,C0107,2024-06-16,896.91,P_LOYAL,762.37,New,1
T000614,C0107,2024-02-19,599.52,NONE,599.52,New,0
T000615,C0107,2024-04-01,971.89,P_DOUBLE_SALE,855.26,New,1
T000616,C0107,2024-01-04,428.16,NONE,428.16,New,0
T000617,C0107,2024-05-20,549.01,NONE,549.01,New,0
T000618,C0107,2024-01-15,978.78,NONE,978.78,New,0
T000619,C0107,2024-02-21,660.73,NONE,660.73,New,0
T000620,C0107,2024-02-28,727.25,P_WEEKEND,697.25,New,1
T000621,C0107,2024-02-06,444.59,NONE,444.59,New,0
T000622,C0107,2024-02-22,998.09,P_LOYAL,848.38,New,1
T000623,C0108,2024-03-09,2973.91,P_PAYDAY,2923.91,Loyal,1
T000624,C0108,2024-03-07,2543.41,NONE,2543.41,Loyal,0
T000625,C0108,2024-04-28,2424.65,NONE,2424.65,Loyal,0
T000626,C0108,2024-04-02,2178.63,NONE,2178.63,Loyal,0
T000627,C0108,2024-02-16,2751.96,NONE,2751.96,Loyal,0
T000628,C0108,2024-04-18,1488.22,P_PAYDAY,1438.22,Loyal,1
T000629,C0108,2024-04-27,1651.86,P_PAYDAY,1601.86,Loyal,1
T000630,C0108,2024-06-23,2537.57,P_WEEKEND,2507.57,Loyal,1
T000631,C0108,2024-04-04,1511.29,P_CHAMPION,1209.03,Loyal,1
T000632,C0108,2024-05-21,1288.31,P_WEEKEND,1258.31,Loyal,1
T000633,C0108,2024-04-22,2846.03,P_PAYDAY,2796.03,Loyal,1
T000634,C0108,2024-06-02,2704.91,NONE,2704.91,Loyal,0
T000635,C0108,2024-02-15,1376.49,NONE,1376.49,Loyal,0
T000636,C0108,2024-03-02,1975.54,NONE,1975.54,Loyal,0
T000637,C0108,2024-05-20,2314.42,NONE,2314.42,Loyal,0
T000638,C0108,2024-02-10,2536.45,P_WEEKEND,2506.45,Loyal,1
T000639,C0108,2024-04-07,1767.61,P_DOUBLE_SALE,1555.5,Loyal,1
T000640,C0109,2024-04-01,310.63,NONE,310.63,Loyal,0
T000641,C0109,2024-04-04,314.87,NONE,314.87,Loyal,0
T000642,C0109,2024-02-24,292.47,NONE,292.47,Loyal,0
T000643,C0110,2024-01-19,483.73,NONE,483.73,Champion,0
T000644,C0110,2024-04-08,389.19,NONE,389.19,Champion,0
T000645,C0110,2024-03-07,460.18,P_WEEKEND,430.18,Champion,1
T000646,C0110,2024-01-14,762.77,NONE,762.77,Champion,0
T000647,C0110,2024-05-31,867.21,NONE,867.21,Champion,0
T000648,C0110,2024-05-19,655.96,NONE,655.96,Champion,0
T000649,C0110,2024-04-10,523.11,NONE,523.11,Champion,0
T000650,C0110,2024-06-24,275.06,NONE,275.06,Champion,0
T000651,C0111,2024-04-09,699.22,NONE,699.22,New,0
T000652,C0111,2024-03-16,786.15,P_LOYAL,668.23,New,1
T000653,C0111,2024-05-22,280.34,P_LOYAL,238.29,New,1
T000654,C0111,2024-06-02,448.02,NONE,448.02,New,0
T000655,C0111,2024-06-07,866.3,NONE,866.3,New,0
T000656,C0111,2024-04-16,505.15,NONE,505.15,New,0
T000657,C0112,2024-06-16,605.87,NONE,605.87,New,0
T000658,C0112,2024-03-04,408.53,NONE,408.53,New,0
T000659,C0112,2024-01-15,546.96,P_LOYAL,464.92,New,1
T000660,C0112,2024-06-27,968.9,NONE,968.9,New,0
T000661,C0112,2024-05-09,622.72,NONE,622.72,New,0
T000662,C0112,2024-06-24,658.13,NONE,658.13,New,0
T000663,C0112,2024-04-19,478.71,NONE,478.71,New,0
T000664,C0112,2024-05-05,373.06,NONE,373.06,New,0
T000665,C0112,2024-03-26,551.78,NONE,551.78,New,0
T000666,C0113,2024-04-03,185.53,NONE,185.53,At-Risk,0
T000667,C0114,2024-04-09,313.37,P_PAYDAY,263.37,New,1
T000668,C0114,2024-01-22,571.47,NONE,571.47,New,0
T000669,C0114,2024-02-13,643.76,NONE,643.76,New,0
T000670,C0114,2024-04-19,742.88,NONE,742.88,New,0
T000671,C0114,2024-06-11,508.45,NONE,508.45,New,0
T000672,C0114,2024-04-14,257.14,P_WEEKEND,227.14,New,1
T000673,C0114,2024-01-21,848.89,NONE,848.89,New,0
T000674,C0115,2024-04-28,213.15,NONE,213.15,At-Risk,0
T000675,C0115,2024-04-13,839.08,NONE,839.08,At-Risk,0
T000676,C0115,2024-05-09,430.27,P_WEEKEND,400.27,At-Risk,1
T000677,C0115,2024-06-06,202.24,NONE,202.24,At-Risk,0
T000678,C0115,2024-02-21,780.59,NONE,780.59,At-Risk,0
T000679,C0115,2024-04-27,421.78,P_LOYAL,358.51,At-Risk,1
T000680,C0115,2024-05-27,795.2,NONE,795.2,At-Risk,0
T000681,C0115,2024-03-03,203.14,P_WEEKEND,173.14,At-Risk,1
T000682,C0115,2024-02-13,642.79,P_PAYDAY,592.79,At-Risk,1
T000683,C0116,2024-06-20,1059.19,NONE,1059.19,At-Risk,0
T000684,C0116,2024-03-28,2345.65,P_PAYDAY,2295.65,At-Risk,1
T000685,C0116,2024-03-26,2469.27,P_PAYDAY,2419.27,At-Risk,1
T000686,C0116,2024-02-28,1346.49,NONE,1346.49,At-Risk,0
T000687,C0116,2024-02-17,1929.34,NONE,1929.34,At-Risk,0
T000688,C0116,2024-03-28,1627.93,P_WEEKEND,1597.93,At-Risk,1
T000689,C0116,2024-01-21,981.2,NONE,981.2,At-Risk,0
T000690,C0116,2024-06-18,1614.31,NONE,1614.31,At-Risk,0
T000691,C0116,2024-03-16,2972.76,NONE,2972.76,At-Risk,0
T000692,C0116,2024-02-25,2340.97,P_WEEKEND,2310.97,At-Risk,1
T000693,C0116,2024-01-18,2725.25,NONE,2725.25,At-Risk,0
T000694,C0116,2024-06-27,2576.9,NONE,2576.9,At-Risk,0
T000695,C0116,2024-02-25,2680.16,NONE,2680.16,At-Risk,0
T000696,C0117,2024-06-13,230.37,NONE,230.37,Champion,0
T000697,C0117,2024-03-08,905.67,NONE,905.67,Champion,0
T000698,C0117,2024-04-02,379.31,NONE,379.31,Champion,0
T000699,C0117,2024-06-09,555.12,NONE,555.12,Champion,0
T000700,C0117,2024-04-02,567.88,P_WEEKEND,537.88,Champion,1
T000701,C0117,2024-03-08,450.33,NONE,450.33,Champion,0
T000702,C0117,2024-01-21,633.18,P_LOYAL,538.2,Champion,1
T000703,C0117,2024-06-24,958.24,NONE,958.24,Champion,0
T000704,C0117,2024-06-22,905.71,NONE,905.71,Champion,0
T000705,C0117,2024-02-19,809.7,NONE,809.7,Champion,0
T000706,C0118,2024-01-20,90.71,NONE,90.71,New,0
T000707,C0118,2024-02-11,117.72,NONE,117.72,New,0
T000708,C0119,2024-05-26,392.83,NONE,392.83,Champion,0
T000709,C0120,2024-02-22,663.49,P_WEEKEND,633.49,New,1
T000710,C0120,2024-03-28,218.68,NONE,218.68,New,0
T000711,C0120,2024-06-10,352.03,NONE,352.03,New,0
T000712,C0120,2024-03-17,927.6,NONE,927.6,New,0
T000713,C0120,2024-05-25,735.68,NONE,735.68,New,0
T000714,C0120,2024-02-15,482.55,NONE,482.55,New,0
T000715,C0120,2024-03-18,480.13,NONE,480.13,New,0
T000716,C0120,2024-01-22,444.88,NONE,444.88,New,0
T000717,C0121,2024-06-25,440.5,NONE,440.5,New,0
T000718,C0121,2024-02-04,809.05,NONE,809.05,New,0
T000719,C0121,2024-05-04,825.82,P_WEEKEND,795.82,New,1
T000720,C0121,2024-02-26,856.52,NONE,856.52,New,0
T000721,C0121,2024-06-21,544.62,P_MIDYEAR,344.62,New,1
T000722,C0121,2024-06-13,634.47,P_WEEKEND,604.47,New,1
T000723,C0121,2024-05-30,920.25,NONE,920.25,New,0
T000724,C0121,2024-02-07,400.4,NONE,400.4,New,0
T000725,C0121,2024-06-26,222.92,NONE,222.92,New,0
T000726,C0121,2024-01-16,767.18,NONE,767.18,New,0
T000727,C0121,2024-05-13,923.27,NONE,923.27,New,0
T000728,C0122,2024-03-29,1012.27,NONE,1012.27,At-Risk,0
T000729,C0122,2024-02-10,58.53,NONE,58.53,At-Risk,0
T000730,C0123,2024-03-06,2927.12,NONE,2927.12,Champion,0
T000731,C0123,2024-04-01,1147.49,NONE,1147.49,Champion,0
T000732,C0123,2024-03-30,1472.09,NONE,1472.09,Champion,0
T000733,C0123,2024-04-13,2124.16,NONE,2124.16,Champion,0
T000734,C0123,2024-02-06,555.04,NONE,555.04,Champion,0
T000735,C0123,2024-03-24,2971.39,P_PAYDAY,2921.39,Champion,1
T000736,C0123,2024-02-04,1394.92,NONE,1394.92,Champion,0
T000737,C0123,2024-04-25,13195.62,NONE,13195.62,Champion,0
T000738,C0123,2024-01-02,1435.26,NONE,1435.26,Champion,0
T000739,C0123,2024-04-18,1055.11,P_PAYDAY,1005.11,Champion,1
T000740,C0123,2024-02-16,2806.69,NONE,2806.69,Champion,0
T000741,C0123,2024-02-07,1068.65,P_CHAMPION,854.92,Champion,1
T000742,C0123,2024-04-15,2440.78,NONE,2440.78,Champion,0
T000743,C0123,2024-04-15,1612.01,NONE,1612.01,Champion,0
T000744,C0124,2024-02-08,142.87,NONE,142.87,Loyal,0
T000745,C0124,2024-05-11,864.72,P_PAYDAY,814.72,Loyal,1
T000746,C0124,2024-05-25,149.07,NONE,149.07,Loyal,0
T000747,C0125,2024-02-11,8463.8,NONE,8463.8,Loyal,0
T000748,C0125,2024-03-08,730.42,NONE,730.42,Loyal,0
T000749,C0125,2024-05-13,716.86,P_WEEKEND,686.86,Loyal,1
T000750,C0125,2024-02-13,379.6,NONE,379.6,Loyal,0
T000751,C0125,2024-05-26,344.19,NONE,344.19,Loyal,0
T000752,C0125,2024-05-12,985.2,NONE,985.2,Loyal,0
T000753,C0125,2024-05-29,206.13,P_LOYAL,175.21,Loyal,1
T000754,C0125,2024-02-21,653.59,P_PAYDAY,603.59,Loyal,1
T000755,C0125,2024-06-04,704.04,NONE,704.04,Loyal,0
T000756,C0125,2024-03-12,238.82,P_LOYAL,203.0,Loyal,1
T000757,C0126,2024-02-05,795.49,NONE,795.49,Loyal,0
T000758,C0126,2024-05-22,731.86,NONE,731.86,Loyal,0
T000759,C0126,2024-01-07,2842.97,P_NEWYEAR,2558.67,Loyal,1
T000760,C0126,2024-02-01,2416.01,NONE,2416.01,Loyal,0
T000761,C0126,2024-03-30,2799.03,NONE,2799.03,Loyal,0
T000762,C0126,2024-06-22,2481.22,P_WEEKEND,2451.22,Loyal,1
T000763,C0126,2024-01-25,1055.97,P_PAYDAY,1005.97,Loyal,1
T000764,C0126,2024-05-03,2140.04,P_WEEKEND,2110.04,Loyal,1
T000765,C0126,2024-03-15,1369.34,NONE,1369.34,Loyal,0
T000766,C0126,2024-06-14,2953.88,NONE,2953.88,Loyal,0
T000767,C0126,2024-03-17,1521.65,NONE,1521.65,Loyal,0
T000768,C0126,2024-04-26,1659.87,P_CHAMPION,1327.9,Loyal,1
T000769,C0126,2024-03-23,2471.87,NONE,2471.87,Loyal,0
T000770,C0127,2024-02-19,2298.72,P_PAYDAY,2248.72,Champion,1
T000771,C0127,2024-01-14,1240.76,NONE,1240.76,Champion,0
T000772,C0127,2024-06-19,1791.92,NONE,1791.92,Champion,0
T000773,C0127,2024-02-27,2780.34,NONE,2780.34,Champion,0
